"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2020","18.985","18.513","19.602","18.150","189.34K","2.55%"
"11/01/2020","18.513","16.789","18.622","16.335","240.36K","10.33%"
"10/01/2020","16.780","15.972","17.515","15.972","169.73K","3.30%"
"09/01/2020","16.244","17.832","17.968","16.153","68.38K","-8.21%"
"08/01/2020","17.696","15.881","17.696","15.881","189.90K","11.43%"
"07/01/2020","15.881","16.789","17.061","15.609","93.51K","-5.41%"
"06/01/2020","16.789","14.248","17.242","14.248","60.07K","18.67%"
"05/01/2020","14.148","13.204","14.520","13.150","45.25K","7.15%"
"04/01/2020","13.204","12.705","13.612","11.707","114.99K","3.93%"
"03/01/2020","12.705","14.974","15.436","12.705","138.85K","-15.15%"
"02/01/2020","14.974","16.698","17.251","14.974","78.95K","-10.81%"
"01/01/2020","16.789","17.515","19.057","16.789","88.19K","-4.15%"
"12/01/2019","17.515","16.335","17.696","15.881","311.56K","7.16%"
"11/01/2019","16.344","15.890","17.242","15.881","47.60K","2.91%"
"10/01/2019","15.881","16.335","16.335","15.427","49.24K","-2.78%"
"09/01/2019","16.335","17.242","18.604","16.317","91.81K","-5.26%"
"08/01/2019","17.242","17.515","18.059","15.700","49.32K","-5.47%"
"07/01/2019","18.241","19.602","19.602","18.150","55.85K","-6.56%"
"06/01/2019","19.520","18.150","20.146","17.696","69.55K","8.64%"
"05/01/2019","17.968","21.326","21.326","17.968","85.93K","-16.10%"
"04/01/2019","21.417","20.506","21.716","20.506","71.05K","4.53%"
"03/01/2019","20.488","20.429","20.941","20.087","70.64K","-0.54%"
"02/01/2019","20.600","17.693","20.685","17.522","94.32K","16.43%"
"01/01/2019","17.693","17.779","17.779","17.010","141.60K","-0.48%"
"12/01/2018","17.779","18.403","18.805","17.608","78.37K","-3.26%"
"11/01/2018","18.377","17.394","18.805","17.394","36.02K","6.44%"
"10/01/2018","17.266","19.659","19.830","17.095","62.91K","-11.40%"
"09/01/2018","19.488","19.659","20.087","18.377","64.84K","-1.38%"
"08/01/2018","19.762","21.540","21.540","18.634","120.95K","-11.08%"
"07/01/2018","22.224","20.771","22.224","18.035","104.70K","7.00%"
"06/01/2018","20.771","23.677","24.275","20.771","177.03K","-12.90%"
"05/01/2018","23.848","24.275","24.275","23.036","113.78K","-1.76%"
"04/01/2018","24.275","23.213","26.497","23.213","190.40K","4.57%"
"03/01/2018","23.213","23.494","24.014","22.573","100.79K","-1.53%"
"02/01/2018","23.574","23.534","24.014","22.413","128.54K","1.55%"
"01/01/2018","23.213","23.974","24.814","23.213","199.41K","-2.36%"
"12/01/2017","23.774","23.454","23.974","20.412","378.72K","4.14%"
"11/01/2017","22.829","22.573","24.174","22.013","163.01K","1.86%"
"10/01/2017","22.413","19.211","24.974","19.211","449.11K","16.67%"
"09/01/2017","19.211","19.371","19.611","18.243","208.58K","-0.83%"
"08/01/2017","19.371","18.251","19.691","17.610","210.82K","6.14%"
"07/01/2017","18.251","16.810","18.811","16.489","163.16K","9.62%"
"06/01/2017","16.650","17.050","17.610","16.129","97.49K","-4.15%"
"05/01/2017","17.370","18.811","18.811","16.810","191.53K","-7.66%"
"04/01/2017","18.811","17.610","18.811","16.169","237.12K","9.30%"
"03/01/2017","17.210","19.211","19.211","16.089","233.73K","-10.42%"
"02/01/2017","19.211","18.411","20.412","18.010","191.37K","4.35%"
