"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2020","6.18","6.18","6.40","6.12","41.40K","-0.09%"
"07/01/2020","6.18","6.12","6.29","5.46","80.18K","13.37%"
"06/01/2020","5.46","5.57","5.57","5.13","10.84K","-2.00%"
"05/01/2020","5.57","5.57","5.57","5.57","3.49K","0.00%"
"04/01/2020","5.57","5.84","5.84","4.93","65.12K","-4.76%"
"03/01/2020","5.84","5.96","6.01","5.11","28.20K","4.66%"
"02/01/2020","5.58","5.85","6.70","5.42","123.47K","-6.25%"
"01/01/2020","5.96","5.32","6.12","5.32","199.26K","12.00%"
"12/01/2019","5.32","5.16","5.32","5.16","191.48K","6.38%"
"11/01/2019","5.00","5.37","5.37","4.67","208.79K","-12.88%"
"10/01/2019","5.74","5.77","5.77","5.00","136.54K","1.79%"
"09/01/2019","5.64","5.01","5.64","5.01","111.35K","12.77%"
"08/01/2019","5.00","5.53","5.54","5.00","93.40K","-9.79%"
"07/01/2019","5.54","5.42","5.54","5.35","45.22K","13.71%"
"06/01/2019","4.87","3.48","4.87","3.48","89.88K","40.00%"
"05/01/2019","3.48","3.39","3.48","3.32","52.11K","0.36%"
"04/01/2019","3.47","3.47","3.47","3.47","11.81K","0.00%"
"03/01/2019","3.47","3.47","3.47","3.47","6.48K","-7.93%"
"02/01/2019","3.77","3.12","3.88","3.12","71.87K","38.78%"
"01/01/2019","2.71","2.26","2.71","2.26","47.97K","22.28%"
"12/01/2018","2.22","2.22","2.22","2.22","110.37K","0.00%"
"11/01/2018","2.22","2.29","2.29","2.11","10.99K","-2.00%"
"10/01/2018","2.26","2.49","2.49","2.26","23.29K","-6.25%"
"09/01/2018","2.41","2.59","2.59","2.41","23.04K","-3.61%"
"08/01/2018","2.50","2.59","2.71","2.50","15.33K","-2.35%"
"07/01/2018","2.56","2.51","2.56","2.50","44.94K","2.00%"
"06/01/2018","2.51","2.09","2.51","2.09","35.45K","20.00%"
"05/01/2018","2.09","1.99","2.09","1.99","58.12K","6.95%"
"04/01/2018","1.96","1.57","1.96","1.57","83.35K","26.59%"
"03/01/2018","1.55","1.54","1.55","1.54","5.60K","0.62%"
"01/01/2018","1.54","1.44","1.54","1.44","4.27K","0.00%"
"12/01/2017","1.54","1.65","1.65","1.54","16.84K","-11.11%"
"11/01/2017","1.73","1.54","1.73","1.54","5.28K","12.50%"
"10/01/2017","1.54","1.20","1.54","1.20","66.45K","28.00%"
"08/01/2017","1.20","1.20","1.20","1.20","64.04K","11.61%"
"07/01/2017","1.08","1.10","1.10","1.08","74.11K","-3.45%"
"06/01/2017","1.11","1.19","1.19","1.11","170.65K","-3.33%"
"05/01/2017","1.15","1.27","1.27","1.15","23.35K","-11.76%"
"04/01/2017","1.31","1.30","1.31","1.30","36.78K","-2.86%"
"03/01/2017","1.35","1.35","1.35","1.35","4.00K","9.20%"
"02/01/2017","1.23","1.23","1.41","1.23","31.01K","0.00%"
