"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2021","0.757","0.690","0.764","0.624","2.49M","3.00%"
"05/01/2021","0.735","0.735","0.837","0.683","2.51M","2.04%"
"04/01/2021","0.720","0.727","0.793","0.566","3.48M","-0.08%"
"03/01/2021","0.720","0.674","0.740","0.661","1.44M","7.92%"
"02/01/2021","0.668","0.588","0.694","0.588","1.84M","13.48%"
"01/01/2021","0.588","0.562","0.628","0.542","1.85M","4.71%"
"12/01/2020","0.562","0.549","0.595","0.529","1.34M","1.19%"
"11/01/2020","0.555","0.463","0.555","0.463","1.31M","20.00%"
"10/01/2020","0.463","0.443","0.463","0.430","1.44M","4.48%"
"09/01/2020","0.443","0.502","0.502","0.430","1.98M","-11.84%"
"08/01/2020","0.502","0.484","0.551","0.430","4.54M","2.47%"
"07/01/2020","0.490","0.496","0.502","0.472","268.87K","-1.23%"
"06/01/2020","0.496","0.453","0.496","0.441","371.42K","9.46%"
"05/01/2020","0.453","0.429","0.490","0.429","555.63K","5.71%"
"04/01/2020","0.429","0.447","0.447","0.392","352.36K","0.00%"
"03/01/2020","0.429","0.493","0.521","0.411","957.18K","-11.99%"
"02/01/2020","0.487","0.499","0.521","0.482","1.77M","-2.27%"
"01/01/2020","0.499","0.487","0.510","0.487","2.38M","-1.12%"
"12/01/2019","0.504","0.397","0.510","0.380","3.12M","27.14%"
"11/01/2019","0.397","0.385","0.397","0.357","1.13M","2.94%"
"10/01/2019","0.385","0.295","0.391","0.295","7.09M","19.30%"
"09/01/2019","0.323","0.300","0.334","0.300","825.98K","7.55%"
"08/01/2019","0.300","0.363","0.368","0.289","2.14M","-17.19%"
"07/01/2019","0.363","0.408","0.408","0.363","1.17M","-9.86%"
"06/01/2019","0.402","0.368","0.408","0.351","1.89M","5.97%"
"05/01/2019","0.380","0.450","0.455","0.380","3.62M","-17.48%"
"04/01/2019","0.460","0.448","0.486","0.423","4.32M","5.07%"
"03/01/2019","0.438","0.348","0.448","0.343","4.51M","25.71%"
"02/01/2019","0.348","0.309","0.358","0.309","1.96M","12.90%"
"01/01/2019","0.309","0.269","0.309","0.269","1.16M","12.73%"
"12/01/2018","0.274","0.279","0.289","0.264","1.30M","0.00%"
"11/01/2018","0.274","0.274","0.289","0.269","1.22M","7.84%"
"10/01/2018","0.254","0.274","0.294","0.239","922.31K","-7.27%"
"09/01/2018","0.274","0.294","0.294","0.244","2.41M","-8.33%"
"08/01/2018","0.299","0.353","0.353","0.294","1.50M","-15.49%"
"07/01/2018","0.353","0.343","0.363","0.338","2.55M","1.43%"
"06/01/2018","0.348","0.378","0.388","0.318","3.52M","-7.89%"
"05/01/2018","0.378","0.328","0.388","0.328","5.63M","18.75%"
"04/01/2018","0.318","0.254","0.318","0.247","4.76M","25.49%"
"03/01/2018","0.254","0.221","0.254","0.219","1.53M","11.11%"
"02/01/2018","0.228","0.243","0.243","0.219","1.11M","-6.13%"
"01/01/2018","0.243","0.244","0.249","0.231","1.63M","1.87%"
"12/01/2017","0.239","0.244","0.246","0.209","2.27M","-2.04%"
"11/01/2017","0.244","0.249","0.269","0.234","4.71M","-2.00%"
"10/01/2017","0.249","0.229","0.264","0.224","5.63M","11.36%"
"09/01/2017","0.223","0.164","0.224","0.164","6.17M","30.14%"
"08/01/2017","0.172","0.175","0.175","0.159","1.38M","-4.17%"
"07/01/2017","0.179","0.179","0.179","0.167","457.33K","0.00%"
"06/01/2017","0.179","0.182","0.184","0.174","318.55K","-4.27%"
"05/01/2017","0.187","0.184","0.192","0.177","708.38K","-2.60%"
"04/01/2017","0.192","0.204","0.207","0.189","946.07K","-3.75%"
"03/01/2017","0.199","0.164","0.211","0.159","4.33M","21.21%"
"02/01/2017","0.164","0.169","0.184","0.154","1.28M","0.00%"
