"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2020","3.698","3.684","3.745","3.645","326.16K","0.38%"
"03/01/2020","3.684","3.960","4.144","3.684","685.32K","-7.69%"
"02/01/2020","3.991","4.060","4.221","3.868","536.23K","-1.70%"
"01/01/2020","4.060","4.144","4.298","4.060","532.26K","-2.04%"
"12/01/2019","4.144","4.029","4.183","3.991","518.92K","2.86%"
"11/01/2019","4.029","4.075","4.183","3.837","576.01K","-1.87%"
"10/01/2019","4.106","3.914","4.144","3.899","1.12M","5.11%"
"09/01/2019","3.906","3.792","3.914","3.739","1.80M","2.80%"
"08/01/2019","3.800","3.944","3.952","3.724","2.20M","-3.85%"
"07/01/2019","3.952","3.990","4.111","3.937","1.18M","-1.89%"
"06/01/2019","4.028","3.921","4.028","3.914","1.17M","2.91%"
"05/01/2019","3.914","3.914","4.044","3.849","117.69M","0.33%"
"04/01/2019","3.901","3.869","3.996","3.816","2.39M","0.82%"
"03/01/2019","3.869","3.806","3.882","3.717","644.55K","1.67%"
"02/01/2019","3.806","3.806","4.123","3.774","772.13K","0.84%"
"01/01/2019","3.774","3.723","3.774","3.685","2.15M","1.71%"
"12/01/2018","3.711","3.615","3.806","3.615","985.39K","2.63%"
"11/01/2018","3.615","3.584","3.685","3.482","1.54M","0.88%"
"10/01/2018","3.584","3.685","3.685","3.520","1.37M","-2.59%"
"09/01/2018","3.679","3.774","3.818","3.679","2.42M","-2.52%"
"08/01/2018","3.774","3.888","3.888","3.679","1.69M","-2.94%"
"07/01/2018","3.888","4.059","4.059","3.863","1.30M","-4.22%"
"06/01/2018","4.059","3.902","4.237","3.815","22.35M","4.05%"
"05/01/2018","3.902","3.712","3.907","3.712","342.05M","5.43%"
"04/01/2018","3.701","3.567","3.901","3.556","1.08M","3.75%"
"03/01/2018","3.567","3.533","3.606","3.483","473.40K","0.79%"
"02/01/2018","3.539","3.539","3.595","3.483","1.30M","0.00%"
"01/01/2018","3.539","3.377","3.539","3.377","995.30K","5.83%"
"12/01/2017","3.344","3.400","3.400","3.260","1.42M","-1.64%"
"11/01/2017","3.400","3.455","3.539","3.333","492.92K","-1.61%"
"10/01/2017","3.455","3.344","3.461","3.344","595.91K","4.03%"
"09/01/2017","3.322","3.121","3.372","3.121","417.28K","6.43%"
"08/01/2017","3.121","3.010","3.121","2.954","1.14M","3.32%"
"07/01/2017","3.021","3.010","3.060","2.932","608.04K","-1.28%"
"06/01/2017","3.060","2.884","3.060","2.842","1.64M","6.27%"
"05/01/2017","2.879","2.879","2.979","2.795","1.94M","0.69%"
"04/01/2017","2.859","3.002","3.146","2.854","731.84K","-3.99%"
"03/01/2017","2.978","2.906","2.978","2.868","708.50K","3.33%"
"02/01/2017","2.882","2.834","2.882","2.791","1.67M","1.69%"
