"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2020","4.426","4.615","4.721","4.418","1.17M","-4.72%"
"01/01/2020","4.645","4.630","4.653","4.577","5.45M","-0.16%"
"12/01/2019","4.653","4.605","4.751","4.426","1.37M","2.62%"
"11/01/2019","4.534","4.769","4.769","4.519","4.16M","-6.07%"
"10/01/2019","4.826","4.162","4.841","4.105","5.57M","14.00%"
"09/01/2019","4.234","4.105","4.298","4.070","1.18M","3.13%"
"08/01/2019","4.105","4.212","4.212","3.962","3.61M","-4.17%"
"07/01/2019","4.284","4.134","4.534","3.927","3.12M","5.26%"
"06/01/2019","4.070","4.127","4.177","3.934","1.24M","-2.06%"
"05/01/2019","4.155","4.569","4.569","3.891","3.53M","-9.06%"
"04/01/2019","4.569","4.676","4.784","4.569","578.25K","-2.29%"
"03/01/2019","4.676","4.662","4.705","4.576","1.60M","0.31%"
"02/01/2019","4.662","4.798","4.876","4.569","2.83M","-3.26%"
"01/01/2019","4.819","4.605","4.819","4.562","1.88M","4.65%"
"12/01/2018","4.605","4.669","4.712","4.484","7.07M","-0.77%"
"11/01/2018","4.641","4.599","4.869","4.599","1.60M","0.17%"
"10/01/2018","4.633","4.903","5.018","4.497","4.03M","-5.52%"
"09/01/2018","4.903","4.707","4.903","4.369","1.58M","3.57%"
"08/01/2018","4.734","5.106","5.140","4.734","1.37M","-7.89%"
"07/01/2018","5.140","5.241","5.343","5.066","7.75M","-2.81%"
"06/01/2018","5.289","5.350","5.458","5.275","4.72M","-0.38%"
"05/01/2018","5.309","5.546","5.613","5.208","5.18M","-3.68%"
"04/01/2018","5.512","5.444","5.546","5.309","7.74M","1.24%"
"03/01/2018","5.444","5.309","5.580","5.106","2.64M","1.90%"
"02/01/2018","5.343","5.634","5.634","5.309","4.69M","-5.39%"
"01/01/2018","5.647","5.512","5.715","5.444","4.90M","2.45%"
"12/01/2017","5.512","5.634","5.634","5.113","8.44M","-2.28%"
"11/01/2017","5.640","5.505","5.667","5.140","6.32M","2.46%"
"10/01/2017","5.505","5.440","5.505","5.362","9.82M","1.19%"
"09/01/2017","5.440","5.181","5.472","5.149","5.54M","5.00%"
"08/01/2017","5.181","4.954","5.226","4.792","6.58M","4.58%"
"07/01/2017","4.954","4.825","4.974","4.760","4.84M","2.00%"
"06/01/2017","4.857","4.805","4.890","4.747","2.38M","1.35%"
"05/01/2017","4.792","4.501","4.954","4.443","7.75M","5.71%"
"04/01/2017","4.533","4.760","4.825","4.384","2.89M","-4.11%"
"03/01/2017","4.728","3.886","4.870","3.886","10.64M","21.67%"
"02/01/2017","3.886","4.080","4.248","3.853","5.03M","-4.76%"
