"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2019","2.256","2.325","2.325","2.228","2.20M","-2.40%"
"07/01/2019","2.311","2.368","2.450","2.297","3.79M","-2.39%"
"06/01/2019","2.368","2.305","2.406","2.305","14.73M","2.75%"
"05/01/2019","2.305","2.438","2.469","2.279","6.38M","-4.71%"
"04/01/2019","2.419","2.433","2.518","2.348","1.92M","-0.59%"
"03/01/2019","2.433","2.372","2.463","2.354","4.33M","2.84%"
"02/01/2019","2.366","2.354","2.409","2.256","9.05M","0.78%"
"01/01/2019","2.348","2.378","2.378","2.244","7.23M","-2.53%"
"12/01/2018","2.409","2.384","2.421","2.360","1.32M","1.02%"
"11/01/2018","2.384","2.427","2.427","2.226","2.07M","-1.26%"
"10/01/2018","2.415","2.421","2.500","2.390","1.46M","-0.50%"
"09/01/2018","2.427","2.561","2.585","2.415","2.83M","-5.24%"
"08/01/2018","2.561","2.530","2.561","2.439","1.43M","1.20%"
"07/01/2018","2.530","2.543","2.591","2.500","3.77M","-0.48%"
"06/01/2018","2.543","2.501","2.713","2.469","3.29M","2.79%"
"05/01/2018","2.474","2.496","2.551","2.468","7.02M","-0.89%"
"04/01/2018","2.496","2.377","2.512","2.356","2.15M","7.17%"
"03/01/2018","2.329","2.248","2.350","2.195","1.75M","2.35%"
"02/01/2018","2.275","2.339","2.356","2.238","2.57M","-2.52%"
"01/01/2018","2.334","2.275","2.366","2.275","3.71M","5.06%"
"12/01/2017","2.222","2.329","2.329","2.083","3.04M","-4.60%"
"11/01/2017","2.329","2.297","2.409","2.270","3.38M","1.40%"
"10/01/2017","2.297","2.302","2.318","2.248","2.83M","-0.23%"
"09/01/2017","2.302","2.115","2.356","2.115","2.20M","8.59%"
"08/01/2017","2.120","2.115","2.195","2.099","1.85M","0.25%"
"07/01/2017","2.115","2.147","2.195","2.075","1.39M","-1.96%"
"06/01/2017","2.157","2.051","2.157","2.027","5.17M","5.18%"
"05/01/2017","2.051","1.974","2.123","1.974","3.91M","3.66%"
"04/01/2017","1.978","2.065","2.135","1.945","3.88M","-2.68%"
"03/01/2017","2.033","2.042","2.056","1.856","4.13M","0.69%"
"02/01/2017","2.019","1.945","2.042","1.935","6.34M","3.57%"
